",",IMAGE,,BOX NO,SKU,,NOT SHOW,,link,COLOR,ok,AZMEER STATUS CHECK,Cetagory,live status, ,SELL PRICE,HUZIAF AUDIT,PRICE,TOTAL INSTOCK,1016,IN STOCK,COST,SHIPPING CHINA,TOTAL INR,FREIGHT,T.COST,SELL PRICE,TOTAL COST,2026798.78
,,,147,FF-0046-white-40,Done ,DN,ok,FIX,white,40,ok,semi fromal,Yes ,ok,3828,,4000,,Damage SOLD OUT,,110,8,1534,1200,2734,3828,,
,,,148,WA08,,,ok,FIX,white,40,,loafers,Yes ,ok,,20317-20430-21042-21708-22378-23283-23515-25134-26487-26500-26980,,,Sold Out,,35,,455,,,,,
,,,149,WA08,,,ok,FIX,white,40,,loafers,Yes ,ok,,,,,Sold Out,,35,8,559,1200,1759,2463,,
,,,150,A29,,,ok,FIX,white,43,,loafers,Yes ,ok,,22095-22553-22609-22962-22978-23057-23125-23604-23943-24331-24552-24586-24763-24772-24778-24855-25393-25525-26639-26690-26724,1800,MISSING,Sold Out,,35,8,559,650,1209,1693,,
,,ok,151,d07-black-41,Done ,DN,ok,FIX,black,41,ok,loafers,Yes ,ok,2463,,,,In Stock,,35,8,559,1200,1759,2463,,
,,ok,152,C19,NoT SHOW,NoT SHOW,No ,FIX,black,41,ok,loafers,Yes ,ok,2463,,,,In Stock,,35,8,559,1200,1759,2463,,
,,,153,tnv25,Done ,DN,ok,FIX,black,44,ok,semi fromal,Yes ,ok,4101,26132-26623,,,In Stock,,125,8,1729,1200,2929,4101,,
,,ok,154,SK0989US-white ice blue-39,Done ,DN,ok,FIX,white,39,ok,Snealer,Yes ,ok,3737,,3975,,In Stock,,105,8,1469,1200,2669,3737,,
,,ok,155,3414213,Done ,DN,ok,FIX,black,41,ok,semi fromal,Yes ,ok,3555,26464-27017,,,In Stock,,95,8,1339,1200,2539,3555,,
,,,156,SG3014,,No,,,white,43,,semi fromal,Yes ,,,24372-24429-24466-24705-24709-24712-24814-25016-25036-25425-25613-25703-25751-25762-25916-25986-26452-26464-26499-26504-26506-26708-26733-26749-26926-26978-27107-27041,,,Sold Out,,,,,,,,,
,,,157,SK0990US-026 blue-42,Done ,DN,ok,FIX,blue,42,ok,formal,Yes ,ok,3555,,,,Damage SOLD OUT,,95,8,1339,1200,2539,3555,,
,,ok,158,A41-black-40,Done ,DN,ok,FIX,black,40,ok,loafers,Yes ,ok,2463,20217-20414-20548-20850-21227-21234-21289-21321-21583-21985-22015-22020-22388-22492-22559-22568-22830-23042-23085-23372-23553-24427-24549-24918-25057-25186-25355-25384-25806,,,In Stock,,35,8,559,1200,1759,2463,,
,,,159,WG1174US,,,,,Silver,44,,loafers,Yes ,ok,,24620-26411-26593-26891-27174-27184,,,Sold Out,,35,,455,,,,,
,,ok,160,tnvi402,Done ,DN,ok,FIX,brown,43,ok,Semi fromal,Yes ,ok,3373,26179,3500,,In Stock,,85,8,1209,1200,2409,3373,,
,,,161,sk0717us-brown-40,Done ,DN,ok,FIX,brown,40,ok,Sneaker,Yes ,ok,2918,,2700,,Damage SOLD OUT,,60,8,884,1200,2084,2918,,
,,,162,,,,,,blue,38,,replica,,replica,6222,,,,Damage SOLD OUT,,180,8,2444,2000,4444,6222,,
,,ok,163,NEW FORMAL-001-43,Done ,DN ,ok,FIX,black,43,not showing,Formal,Yes ,ok,3555,,,,In Stock,,95,8,1339,1200,2539,3555,,
,,,164,1189740,Done ,DN,ok,,gray,40,,Semi fromal,Yes ,ok,3373,25151-25658,,,Sold Out,,85,8,1209,1200,2409,3373,,
,,ok,165,SG3034-red-45,NoT SHOW ,NoT SHOW ,ok,,red,45,ok,Semi fromal,Yes ,ok,3373,24021-24035-24174-24330-24372-24429-24466-24705-24709-24712-24814-25016-25036-25151-25425-25613-25658-25703-25751-25762-25916-25986-26452-26499-26504-26506-26708-26733-26749-26926-26978-27041,,,In Stock,,85,8,1209,1200,2409,3373,,
,,,166,SK0988US-6259 Brown-43,Done ,DN,ok,,bronw,43,ok,Formal,Yes ,ok,3555,,,,Damage SOLD OUT,,95,8,1339,1200,2539,3555,,
,,,167,661-black-44,Done ,DN,ok,,black,44,ok,sneaker,No ,ok,3009,,,,In Stock,,65,8,949,1200,2149,3009,,
,,ok,168,445421,Done ,DN',ok,FIX,black,42,ok,Formal,Yes ,ok,,21616-21902-21938-22261-23950-24099-24336-24605-24845-26092-26684,,,In Stock,,,,0,,,,,
,,,169,SK0987US-Black Scorpion-41,Done ,DN,ok,FIX,black,41,ok,Semi fromal,Yes ,ok,3427,,,,In Stock,,88,8,1248,1200,2448,3427,,
,,ok,170,SK0986US-Black-44,Done ,DN,ok,FIX,black,44,ok,Formal,Yes ,ok,3555,27003,,,In Stock,,95,8,1339,1200,2539,3555,,
,,,171,C88-Black-40,Done ,DN,ok,,black,40,ok,loafers,,OK,2463,,1999,,In Stock,,35,8,559,1200,1759,2463,,
,,ok,172,NG212US-silver-42,Done ,DN ,ok,,silver,42,not showing,designer,Yes ,ok,6558,,,,In Stock,,260,8,3484,1200,4684,6558,,
,,,173,Q48-red-43,Done ,DN,ok,FIX,red,43,ok,sneaker,Yes ,ok,2645,25039,,,Damage SOLD OUT,,45,8,689,1200,1889,2645,,
,,,174,661-black-39,Done ,DN,ok,FIX,black,39,ok,sneaker,No ,ok,2918,,,,In Stock,,60,8,884,1200,2084,2918,,
,,,175,JN-667-Blue-44,Done ,DN,ok,lace 3 round,blue,44,ok,sneaker,,ok,3009,,2200,,Damage SOLD OUT,,65,8,949,1200,2149,3009,,
,,,176,SK0985US-dark blue-39,Done ,DN,ok,FIX,blue,39,ok,Semi formal,Yes ,ok,3373,,,,In Stock,,85,8,1209,1200,2409,3373,,
,,,177,A57-black-41,Done ,DN,ok,FIX,black,41,ok,loafers,Yes ,ok,2463,20678-20716-202955-22193-22944-23691-23748-23872-24982-24485-24861-25794-25849,,,In Stock,,35,8,559,1200,1759,2463,,
,,,178,SK4656US-red-43,Done ,DN,ok,ok,mehroon,43,ok,Formal,,ok,3555,,,,In Stock,,95,8,1339,1200,2539,3555,,
,,,179,C90,Done ,DN,ok,FIX,Gray,41,ok,loafers,Yes ,ok,2463,,,,Damage SOLD OUT,,35,8,559,1200,1759,2463,,
,,ok,180,C95-red-42,Done ,DN,ok,FIX,Red,42,ok,loafers,Yes ,ok,2463,,,,In Stock,,35,8,559,1200,1759,2463,,
,,,181,SK0984US-Black-40,Done ,DN,ok,FIX,black,40,ok,Semi formal,Yes ,ok,3373,,,,Damage SOLD OUT,,85,8,1209,1200,2409,3373,,
,,,182,LS-001-Burgundy-41,Done ,DN,ok,FIX,burgundy ,41,ok,Semi formal,Yes ,ok,2372,,,,Damage SOLD OUT,,30,8,494,1200,1694,2372,,
,,,183,,,,,,white,38,,replica,,replica,6404,,,,Sold Out,MAAM,190,8,2574,2000,4574,6404,,
,,,184,B01-Black-39,Done ,DN,ok,FIX,black,39,ok,loafers,Yes ,ok,2463,26642-27076,1999,,Damage SOLD OUT,,35,8,559,1200,1759,2463,,
,,,185,LS-001-Burgundy-44,Done ,DN,ok,FIX,burgundy ,44,ok,Semi formal,Yes ,ok,2372,,,,Damage SOLD OUT,,30,8,494,1200,1694,2372,,
,,ok,186,3417441-black-40,Done ,DN,ok,FIX,black,40,ok,loafers,Yes ,ok,2463,,1999,,In Stock,,35,8,559,1200,1759,2463,,
,,ok,187,d07-wine Red-42,Done ,DN,ok,FIX,wine red,42,ok,loafers,Yes ,ok,2463,26948,,,In Stock,,35,8,559,1200,1759,2463,,
,,ok,188,A57-white-40,Done ,DN,ok,FIX,white,40,ok,loafers,Yes ,ok,2463,20678-20716-202955-22193-22944-23691-23748-23872-24982-24485-24861-25794-25849,,,In Stock,,35,8,559,1200,1759,2463,,
,,,189,JJ-6001-Silver-40,Done ,DN,ok,FIX,silver,40,ok,Semi formal,Yes ,ok,4010,,3499,,Damage SOLD OUT,,120,8,1664,1200,2864,4010,,
,,,190,SG6881,Done ,DN,ok,FIX,Black,44,ok,formal,Yes ,ok,3391,,,,Damage SOLD OUT,,86,8,1222,1200,2422,3391,,
,,,191,B61,Done ,DN,ok,FIX,black,43,ok,loafers,Yes ,ok,2463,,,,Damage SOLD OUT,,35,8,559,1200,1759,2463,,
,,,192,OC3-white-39,Done ,DN,ok,FIX,white,39,ok,sneaker,,ok,2827,,,,Damage SOLD OUT,,55,8,819,1200,2019,2827,,
,,,193,TNV30,Done ,ok,,,red,38,,Semi formal,Yes ,,,23517-26695,,,Sold Out,,,,,,,,,
,,,194,YY-2349-white-40,Done ,DN,ok,FIX,white,40,ok,Semi formal,Yes ,ok,3464,,3750,,Damage SOLD OUT,,90,8,1274,1200,2474,3464,,
,,,195,A66-blue-41,Done ,DN ,ok,FIX,blue,41,ok,loafers,Yes ,ok,,,1699,,In Stock,,35,,455,,,,,
,,ok,196,C98,Not Show ,DN,ok,FIX,white,43,ok,loafers,Yes ,ok,2463,,,,In Stock,,35,8,559,1200,1759,2463,,
,,ok,197,C17-gray-44,Done ,DN ,ok,FIX,gray,44,ok,loafers,Yes ,ok,2463,23136-25313,,,In Stock,,35,8,559,1200,1759,2463,,
,,ok,198,A57-black-40,Done ,DN,ok,FIX,black,40,ok,loafers,Yes ,ok,2463,20678-20716-202955-22193-22944-23691-23748-23872-24982-24485-24861-25794-25849,,,In Stock,,35,8,559,1200,1759,2463,,
,,ok,199,LS-002,Done ,DN,ok,FIX,black mehroon,42,ok,Formal,Yes ,ok,2372,,,,In Stock,,30,8,494,1200,1694,2372,,
,,,200,C98,Not Show ,DN,ok,FIX,black,43,ok,loafers,Yes ,ok,2463,,,,Damage SOLD OUT,,35,8,559,1200,1759,2463,,
,,ok,201,cs-0010-black-40,Done ,DM,ok,FIX,black,37,ok,WOMEN SHOES,Yes ,ok,2153,21083-21171,,MISSING,In Stock,,18,8,338,1200,1538,2153,,
,,,202,CC03-orange-40,Done ,DN,ok,FIX,orange,40,ok,semi slipper,,ok,3191,,,,Damage SOLD OUT,,75,8,1079,1200,2279,3191,,
,,,203,SK0923US-black-43,Done ,DN,ok,FIX,black,43,ok,Formal,Yes ,ok,3373,,,,Damage SOLD OUT,,85,8,1209,1200,2409,3373,,
,,,204,3417441,,,,FIX,black,42,,loafers,Yes ,ok,,,,,Sold Out,,,,,,,,,
,,,205,6158198-Black-39,Done ,DN,ok,,black,39,ok,loafers,Yes ,ok,2463,,,,In Stock,,35,8,559,1200,1759,2463,,
,,,206,3414328,Done ,DN,ok,,brown,42,ok,semi fromal,Yes ,ok,3373,21608-21872-22585-23713-24573-25290-25885-27050,,,In Stock,,85,8,1209,1200,2409,3373,,
,,ok,207,SK0923US-gold-40,Done ,DN,ok,FIX,gold,40,ok,Formal,Yes ,ok,3464,,,,In Stock,,90,8,1274,1200,2474,3464,,
,,,208,tnv38,,,NO,,black,38,,semi formal,,no,3373,,,DAMGE ,Sold Out,,85,8,1209,1200,2409,3373,,
,,,209,JN-4330-gray-41,Done ,DN,ok,,gray,41,not showing,Formal,,ok,3555,,,,Damage SOLD OUT,,95,8,1339,1200,2539,3555,,
,,,210,SK0925US-BlackD065-39,Done ,NOT SHOW,ok,FIX,black,39,add 41,sneaker,Yes ,ok,3063,,2800,,Damage SOLD OUT,,68,8,988,1200,2188,3063,,
,,,211,,,,NO,ok,black,44,,semi formal,,no,4010,,,,In Stock,,120,8,1664,1200,2864,4010,,
,,ok,212,a66-black-40,Done ,DN ,ok,FIX,black,40,ok,loafers,Yes ,ok,2463,,1699,,In Stock,,35,8,559,1200,1759,2463,,
,,ok,213,LS-002,Done ,DN,ok,FIX,black mehroon,43,ok,Formal,Yes ,ok,2372,,,,In Stock,,30,8,494,1200,1694,2372,,
,,,214,sh273-grey orange-38,Done ,DN,ok,,orange gray,38,ok,sneaker,Yes ,ok,3300,,,,Damage SOLD OUT,,81,8,1157,1200,2357,3300,,
,,ok,215,SG1087,Done ,DN,ok,FIX,black,41,ok,semi formal,Yes ,ok,,25378-26368-26385-26417,,,In Stock,,85,8,1209,1200,2409,3373,,
,,,216,sh399-White-39,Done ,DN,ok,FIX,white,39,not showing,slipper,Yes ,ok,2918,15897-16289,,,In Stock,,60,8,884,1200,2084,2918,,
,,,217,TT-909-black-39,Done ,DN,ok,FIX,black,39,ok,semi formal,Yes ,ok,3373,,,,Damage SOLD OUT,,85,8,1209,1200,2409,3373,,
,,,218,,,,NO,ok,red black,42,,sneaker,,no,2827,,,,Damage SOLD OUT,,55,8,819,1200,2019,2827,,
,,,219,WG1174US,,,,,black,39,,loafers,Yes ,ok,2463,24620-26411-26593-26891-27174-27184,,,Sold Out,,35,8,559,1200,1759,2463,,
,,,220,JNL-001-BROWN-41,Done ,DN,ok,,brown,41,ok,formal,,OK,2372,,,,Damage SOLD OUT,,30,8,494,1200,1694,2372,,
,,,221,Q48-Green-40,Done ,DN,ok,FIX,green,40,ok,sneaker,Yes ,ok,2645,,,,Damage SOLD OUT,,45,8,689,1200,1889,2645,,
,,,222,SK0983US-Black-43,Done ,DN,ok,FIX,black,43,ok,semi formal,Yes ,ok,3373,,,,In Stock,,85,8,1209,1200,2409,3373,,
,,ok,223,SK0926US-Black-41,Done ,DN,ok,FIX,black,41,ok,semi formal,Yes ,ok,3555,,,,In Stock,,95,8,1339,1200,2539,3555,,
,,ok,224,sg507-gold-40,Done ,DN,ok,,gold,40,not show,semi formal,Yes ,ok,3464,26926,,,In Stock,,90,8,1274,1200,2474,3464,,
,,ok,225,SK0926US-Golden-38,Done ,DN,ok,FIX,gold,38,ok,semi formal,Yes ,ok,3555,,,,In Stock,,95,8,1339,1200,2539,3555,,
,,,226,JNL-0021-Brown-43,Done ,DN,ok,ok,brown,43,ok,formal,,ok,3373,,,,Damage SOLD OUT,,85,8,1209,1200,2409,3373,,
,,,227,ZX455,Not Show ,NOT SHOW,ok,,Black ash,43,,semi formal,Yes ,ok,3373,23789-23931-24228-24279-24377-24380-24406-24428-24433-24556-26926-27174,,,Sold Out,,85,8,1209,1200,2409,3373,,
,,,228,TY-4570,Done ,DN,ok,FIX,black,42,ok,semi formal,Yes ,ok,3282,,3300,,In Stock,,80,8,1144,1200,2344,3282,,
,,ok,229,SK0982US-gray-42,Done ,DN,ok,FIX,gray,42,ok,sneaker,Yes ,ok,3555,,,,In Stock,,95,8,1339,1200,2539,3555,,
,,,230,SK0981US-red-40,,,,,red,40,,formal,Yes ,,,,NOT SHOW,,Sold Out,,,,,,,,,
,,,231,KKJ-001,Done ,DN,ok,FIX,black,44,ok,formal,Yes ,ok,3282,,,,Damage SOLD OUT,,80,8,1144,1200,2344,3282,,
,,,232,GXD021-Blue-40,,,,,blue,40,,formal,Yes ,,,,,,Sold Out,,,,,,,,,
,,ok,233,C17-gray-39,Done ,DN ,ok,FIX,gray,39,ok,loafers,Yes ,ok,2463,,,,In Stock,,35,8,559,1200,1759,2463,,
,,,234,6158198-Khaki-42,Done ,DN ,ok,,khaki,42,ok,loafers,Yes ,ok,2463,,,,Damage SOLD OUT,,35,8,559,1200,1759,2463,,
,,,235,3414560-red-44,,,,FIX,red,44,,formal,Yes ,ok,3373,20454-20527-20611-20652-20690-20713-20857-20934-20937-20979-21039-21115-21116-21117-21140-21530-21846-21851-21856-21915-21916-22107-22296-22604-22744-22852-22935-23220-23750-24248-25900-26699,,,Sold Out,DISPATCH,85,8,1209,1200,2409,3373,,
,,,236,tnv30,Done ,ok,,,black,40,,semi formal,Yes ,,,,,,Sold Out,,,,,,,,,
,,,237,3417585-BLACK-44,Done ,DN,ok,FIX,black,44,,loafers,Yes ,ok,2463,24019-24514-25950,,,Damage SOLD OUT,,35,8,559,1200,1759,2463,,
,,,238,3414402-Black-38,Done ,DN,ok,FIX,black,39,ok,formal,No ,ok,3373,,,,Damage SOLD OUT,,85,8,1209,1200,2409,3373,,
,,ok,239,SK0980US-Black-41,Done ,DN,ok,FIX,black,41,ok,sneaker,Yes ,ok,3245,,,,In Stock,,78,8,1118,1200,2318,3245,,
,,ok,240,ZX671,Done ,DN,ok,,black,39,ok,formal,Yes ,ok,3427,,,,In Stock,,88,8,1248,1200,2448,3427,,
,,,241,D06,,,,FIX,black,44,,loafers,Yes ,ok,,20291-21570-20578-20767-20777-20897-20969-21213-21233-21237-21302-21411-21603-21811-21840-21903-22385-22400-22615-22803-22867-22895-23156-23187-23233-23303-23389-23409-23461-23465-23562-23677-23695-23715-23829-23861-24001-24002-24003-24543-24544-24559-24694-24767-25395-25960-,,,Sold Out,,35,,455,,,,,
,,ok,242,sg7628-black-41,Done ,DN,ok,,black,41,ok,semi fromal,Yes ,ok,3518,,,,In Stock,,93,8,1313,1200,2513,3518,,
,,,243,sh273-grey orange-38,Done ,DN,ok,,orange gray,38,ok,sneaker,Yes ,ok,3300,,,,Damage SOLD OUT,,81,8,1157,1200,2357,3300,,
,,ok,244,LS-001-Brown-43,Done ,DN,ok,FIX,brown,43,ok,semi formal,Yes ,ok,2372,,,,In Stock,,30,8,494,1200,1694,2372,,
,,,245,sh273-grey orange-43,Done ,DN,ok,,orange gray,43,ok,sneaker,Yes ,ok,3300,,,,Damage SOLD OUT,,81,8,1157,1200,2357,3300,,
,,,246,3414625-black-38,Done ,DN,ok,FIX,black,38,,semi formal,Yes ,ok,3555,20268-21602-21742-22013-22128-22596-23142-24441,,,Sold Out,,95,8,1339,1200,2539,3555,,
,,,247,sh291,Done ,DN,ok,FIX,black,42,ok,semi slipper,Yes ,ok,3373,20588,,,In Stock,,85,8,1209,1200,2409,3373,,
,,,248,JJ-6001-Silver-40,Done ,DN,ok,FIX,silver,40,ok,semi formal,Yes ,ok,4010,,3499,,Damage SOLD OUT,,120,8,1664,1200,2864,4010,,
,,,249,3414375,Done ,DN,ok,FIX,red,39,ok,semi formal,No ,ok,3555,22832-27193,,,Damage SOLD OUT,,95,8,1339,1200,2539,3555,,
,,,250,LS-001-Brown-44,Done ,DN,ok,FIX,brown,44,ok,semi formal,Yes ,ok,2372,,,leather,Damage SOLD OUT,,30,8,494,1200,1694,2372,,
,,ok,251,LS-001-Black-43,Done ,DN,ok,FIX,black,43,ok,semi formal,Yes ,ok,2372,,,leather,In Stock,,30,8,494,1200,1694,2372,,
,,,252,D06-gray-39,Done ,DN,ok,FIX,gray,39,ok,loafers,Yes ,ok,2463,22895,,,Damage SOLD OUT,,35,8,559,1200,1759,2463,,
,,,253,HH-0190-black-40,Done ,DN,ok,FIX,black,40,ok,designer,Yes ,ok,6558,,,,Sold Out,,260,8,3484,1200,4684,6558,,
,,,254,SK0721US-black-39,Done ,DN,ok,FIX,black,39,,semi formal,Yes ,ok,4010,,,,Sold Out,,120,8,1664,1200,2864,4010,,
,,ok,255,SK0924US-black-45,Done ,DN,ok,,black,45,,formal,Yes ,ok,3373,26960,3600,,In Stock,,85,8,1209,1200,2409,3373,,
,,,256,,,,No ,,black,40,,sneaker,,replica,6376,,,,Damage SOLD OUT,,250,8,3354,1200,4554,6376,,
,,,257,sh273-grey orange-39,Done ,DN,ok,,orange gray,39,ok,sneaker,Yes ,ok,3300,,,,In Stock,,81,8,1157,1200,2357,3300,,
,,,258,1189740-black-38,Done ,DN,ok,,black,38,ok,semi formal,Yes ,ok,3464,,,,Damage SOLD OUT,,90,8,1274,1200,2474,3464,,
,,ok,259,SK0979US-brown-44,Done ,DN,ok,FIX,brown,44,ok,formal,Yes ,ok,2372,,3975,,In Stock,,30,8,494,1200,1694,2372,,
,,ok,260,GXD021-Black-38,Done ,DN,ok,FIX,black,38,ok,formal,Yes ,ok,3191,21593-22963-23745-24022-26450-26554-26634-27170-27201,,,In Stock,,75,8,1079,1200,2279,3191,,
,,ok,261,d07-black-42,Done ,DN,ok,FIX,black,42,ok,loafers,Yes ,ok,2463,26948,,,In Stock,,35,8,559,1200,1759,2463,,
,,ok,262,C88-gray-40,Done ,DN,ok,,gray,40,ok,loafers,,OK,2463,,1999,,In Stock,,35,8,559,1200,1759,2463,,
,,,263,Q48-Green-42,Done ,DN,ok,FIX,green,42,ok,sneaker,Yes ,ok,2645,,,,Damage SOLD OUT,,45,8,689,1200,1889,2645,,
,,ok,264,SK0923US-red-43,Done ,DN,ok,,red,43,ok,formal,Yes ,ok,3373,,,,In Stock,,85,8,1209,1200,2409,3373,,
,,,265,,,,,ok,black,41,,replica,,replica,5102,,,,In Stock,,180,8,2444,1200,3644,5102,,
,,,266,,,,No ,,mehroon,42,,formal,,no,3373,,,,In Stock,,85,8,1209,1200,2409,3373,,
,,,267,HSL-002-Blue-43,Done ,DN,ok,,blue,43,ok,leather,,ok,2372,,,,Damage SOLD OUT,,30,8,494,1200,1694,2372,,
,,,268,4091863,Done ,DN,ok,FIX,gray,42,ok,formal,Yes ,ok,3464,23716,,,Damage SOLD OUT,,90,8,1274,1200,2474,3464,,
,,,269,C97,Done ,DN,ok,FIX,black,40,ok,loafers,Yes ,ok,2463,,,,Damage SOLD OUT,,35,8,559,1200,1759,2463,,
,,ok,270,C95-brown-42,Done ,DN,ok,FIX,brown,42,ok,loafers,Yes ,ok,2463,,,,In Stock,,35,8,559,1200,1759,2463,,
,,,271,JJ-00346,Done ,DN,ok,FIX,mehroon,43,,semi formal,Yes ,ok,3373,,3500,,Sold Out,,85,8,1209,1200,2409,3373,,
,,,272,GX30-gray-40,Not Show,DN,ok,,gray,40,ok,formal,Yes ,ok,3373,,,,In Stock,,85,8,1209,1200,2409,3373,,
,,OK,273,LV SHOES ,,,,wrong,black,43,,replica,,replica,9498,,,,In Stock,,360,8,4784,2000,6784,9498,,
,,ok,274,445421,Done ,DN,ok,FIX,black,46,ok,formal,Yes ,ok,3555,21616-21902,,,In Stock,,95,8,1339,1200,2539,3555,,
,,,275,SK0936US-black-43,Done ,DN,ok,FIX,Black,43,ok,semi formal,Yes ,ok,3464,,,,In Stock,,90,8,1274,1200,2474,3464,,
,,,276,3414254-black-39,Done ,DN,ok,FIX,black,39,not showing,semi formal,Yes ,ok,3373,21051-22176,4499,,Damage SOLD OUT,,85,8,1209,1200,2409,3373,,
,,,277,SK0935US-Silver-40,,,,,Silver,40,,designer,Yes ,ok,,,,,Sold Out,,,,,,,,,
,,ok,278,SK0934US-blue-43,Done ,DN,ok,FIX,blue,43,ok,semi fromal,Yes ,ok,3373,,,,In Stock,,85,8,1209,1200,2409,3373,,
,,ok,279,6158099,Done ,DN ,ok,FIX,red,39,ok,loafers,,ok,2463,,,,In Stock,,35,8,559,1200,1759,2463,,
,,,280,,,,No ,,sky blue,37,,women heels, ,replica,5466,,,MISSING,In Stock,,200,8,2704,1200,3904,5466,,
,,ok,281,WA28-blue-41,Done ,DN,ok,FIX,blue,41,ok,loafers,Yes ,ok,2463,20288-20474-20656-20753-20792-21103-21148-21151-21170-21183-21346-21486-21529-21684-21756-22373-22374-22395-22420-22447-22855-22893-22941-23110-23231-13753-24169-24492,,,In Stock,,35,8,559,1200,1759,2463,,
,,,282,JNL-001-BROWN-42,Done ,DN,ok,,brown,42,ok,formal,,OK,2372,,,,Damage SOLD OUT,,30,8,494,1200,1694,2372,,
,,ok,283,LS-002,Done ,DN,ok,FIX,black mehroon,44,ok,formal,Yes ,ok,2372,,,,In Stock,,30,8,494,1200,1694,2372,,
,,ok,284,HSL-001-black-42,Done ,DN,ok,HSL-001-black-41,black,42,ok,formal,,ok,2372,,,,In Stock,,30,8,494,1200,1694,2372,,
,,,285,JNL-0021-Brown-42,Done ,DN,ok,ok,brown,42,,formal,,ok,2372,,,,Damage SOLD OUT,,30,8,494,1200,1694,2372,,
,,,286,,,,,,black,37,,replica,,replica,6950,,,,In Stock,,220,8,2964,2000,4964,6950,,
,,,287,ok ,,,,,black,40,,replica,,replica,7678,,,,In Stock,,260,8,3484,2000,5484,7678,,
,,ok,288,LS-002,Done ,DN,ok,FIX,black mehroon,40,ok,formal,Yes ,ok,2372,,,,In Stock,,30,8,494,1200,1694,2372,,
,,,289,LS-002,Done ,DN,ok,FIX,black mehroon,43,ok,formal,Yes ,ok,2372,,,,Damage SOLD OUT,,30,8,494,1200,1694,2372,,
,,ok,290,SK0727US-black-39,Done ,DN,ok,FIX,black,39,ok,semi formal,No,ok,3373,,,,In Stock,,85,8,1209,1200,2409,3373,,
,,,291,RR-678-red-43,NOT SHOW,NOT SHOW,ok,FIX,red,43,ok,formal,Yes ,ok,3373,,,,In Stock,,85,8,1209,1200,2409,3373,,
,,ok,292,C98,Not Show ,DN,ok,FIX,Black ,40,ok,loafers,Yes ,ok,2463,,,,In Stock,,35,8,559,1200,1759,2463,,
,,,293,JNL-001-BROWN-41,Done ,DN,ok,,brown,41,ok,formal,,OK,2372,,,,Damage SOLD OUT,,30,8,494,1200,1694,2372,,
,,,294,3414361-red-7-5,Done ,DN,ok,,black red,41,not showing,semi formal,Damage ,ok,3009,,,,Damage SOLD OUT,,65,8,949,1200,2149,3009,,
,,,295,SK0933US-black-42,Done ,DN,ok,FIX,black,42,ok,semi formal,Yes ,ok,3282,,,,Damage SOLD OUT,,80,8,1144,1200,2344,3282,,
,,,296,C89,,,,FIX,gray,39,,loafers,Yes ,ok,,,,,Sold Out,,,,,,,,,
,,ok,297,SS-8001-Gray-42,Done ,DN,ok,FIX,gray,42,not showing,REPLICA,No ,ok,4665,   ,,,In Stock,,156,8,2132,1200,3332,4665,,
,,ok,298,SK0932US-7008pure black-41,Done ,DN,ok,FIX,black,41,ok,sneaker,Yes ,ok,3209,,3300,,In Stock,,76,8,1092,1200,2292,3209,,
,,,299,LS-002,Done ,DN,ok,FIX,blue black,41,ok,formal,Yes ,ok,2372,,,,Damage SOLD OUT,,30,8,494,1200,1694,2372,,
,,ok,300,SK0931US-brown-45,Done ,DN,ok,FIX,brown,45,ok,formal,Yes ,ok,3573,,,,In Stock,,96,8,1352,1200,2552,3573,,
,,ok,301,SK0930US-brown-45,Done ,DN ,ok,FIX,brown,45,ok,semi formal,Yes ,ok,3464,,,,In Stock,,90,8,1274,1200,2474,3464,,
,,,302,SK0929US-black-40,Done ,DN,ok,FIX,black-brown,40,ok,designer,Yes ,ok,6558,,,,Damage SOLD OUT,,260,8,3484,1200,4684,6558,,
,,ok,303,SG1927-black-39,Done ,DN,ok,FIX,black,39,ok,semi formal,Yes ,ok,3464,23725-23746-24047-24178-24395-24630-25872-27058,,,In Stock,,90,8,1274,1200,2474,3464,,
,,ok,304,LS-001-Black-41,Done ,DN,ok,FIX,black,41,ok,semi formal,Yes ,ok,2372,,,,In Stock,,30,8,494,1200,1694,2372,,
,,ok,305,SK0932US-7008word black white-45,Done ,DN,ok,FIX,black,45,ok,sneaker,Yes ,ok,2372,,3300,,In Stock,,30,8,494,1200,1694,2372,,
,,,306,4091863,Done ,DN,ok,FIX,brown,42,ok,formal,Yes ,ok,3464,23716,,,Damage SOLD OUT,,90,8,1274,1200,2474,3464,,
,,,307,C97,Done ,DN,ok,FIX,white,39,ok,loafers,Yes ,ok,2463,,,,Damage SOLD OUT,,35,8,559,1200,1759,2463,,
,,,308,GX11-G38Black-8,Done ,DN,ok,FIX,black,41,ok,sneaker,Yes ,ok,3373,,,,In Stock,,85,8,1209,1200,2409,3373,,
,,,309,,,,NO,,beige,43,,designer,,no,6558,,,,Damage SOLD OUT,,260,8,3484,1200,4684,6558,,
,,ok,310,HSL-001-black-40,Done ,DN,ok,,Black,40,ok,formal,,ok,2372,,,,In Stock,,30,8,494,1200,1694,2372,,
,,,311,LS-002,Done ,DN,ok,FIX,black-blue,41,ok,formal,Yes ,ok,2372,,,,Damage SOLD OUT,,30,8,494,1200,1694,2372,,
,,,312,,,,,,white,37,,replica,,replica,7496,,,,In Stock,,250,8,3354,2000,5354,7496,,
,,,313,,,,NO,,black wolf,41,,semi formal,,replica,6950,,,,In Stock,,220,8,2964,2000,4964,6950,,
